Sentence	Entities
"Bánh mì thịt heo quay giòn rụm, bên trong là lớp thịt heo quay thơm lừng và lớp da giòn ngọt, ăn kèm với dưa leo, rau sống và nước mắm chua ngọt.
"	"[{""start"": 126, ""end"": 134, ""label"": ""NGUYEN_LIEU""}, {""start"": 131, ""end"": 134, ""label"": ""NGUYEN_LIEU""}, {""start"": 105, ""end"": 112, ""label"": ""NGUYEN_LIEU""}, {""start"": 114, ""end"": 122, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 21, ""label"": ""NGUYEN_LIEU""}, {""start"": 126, ""end"": 130, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 12, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 21, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh mì chả lụa với bì heo và rau thơm, chả lụa mềm mịn kết hợp với bì heo giòn giòn, rau thơm và một ít ớt, món ăn truyền thống không thể thiếu trong các buổi sáng.
"	"[{""start"": 105, ""end"": 107, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 151, ""end"": 153, ""label"": ""NGUYEN_LIEU""}, {""start"": 30, ""end"": 38, ""label"": ""NGUYEN_LIEU""}, {""start"": 157, ""end"": 159, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh mì pate gan heo, với lớp pate mềm mịn, thơm ngon kết hợp với một ít dưa chua và rau sống, tạo nên món bánh mì đơn giản nhưng rất hấp dẫn.
"	"[{""start"": 73, ""end"": 81, ""label"": ""NGUYEN_LIEU""}, {""start"": 85, ""end"": 93, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 12, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 134, ""end"": 137, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh mì gà nướng tẩm gia vị, lớp gà nướng thơm lừng bên trong lớp bánh mì giòn rụm, kết hợp với rau mùi, dưa leo và sốt mayonnaise, là món ăn lý tưởng cho bữa trưa.
"	"[{""start"": 8, ""end"": 10, ""label"": ""NGUYEN_LIEU""}, {""start"": 105, ""end"": 112, ""label"": ""NGUYEN_LIEU""}, {""start"": 120, ""end"": 124, ""label"": ""NGUYEN_LIEU""}, {""start"": 96, ""end"": 103, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 100, ""end"": 103, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 11, ""end"": 16, ""label"": ""CACH_CHE_BIEN""}, {""start"": 116, ""end"": 119, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh mì trứng ốp la với hành phi và sốt mayonnaise, trứng ốp la mềm mịn, kết hợp với hành phi giòn và sốt mayonnaise, tạo nên món ăn sáng nhanh chóng và đầy đủ năng lượng.
"	"[{""start"": 24, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 13, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 44, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 36, ""end"": 39, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh mì kẹp cá ngừ, với lớp cá ngừ tươi ngon trộn với rau sống và sốt mayonnaise, tạo thành một món bánh mì nhẹ nhàng, thanh mát, rất thích hợp cho những bữa ăn nhanh.
"	"[{""start"": 87, ""end"": 91, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 62, ""label"": ""NGUYEN_LIEU""}, {""start"": 109, ""end"": 111, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 18, ""label"": ""NGUYEN_LIEU""}, {""start"": 70, ""end"": 74, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 66, ""end"": 69, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh mì sườn nướng, với sườn nướng mềm và đậm đà gia vị, được kẹp trong bánh mì giòn và ăn kèm với rau sống và sốt đặc biệt.
"	"[{""start"": 99, ""end"": 107, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 12, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 18, ""label"": ""CACH_CHE_BIEN""}, {""start"": 111, ""end"": 114, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh mì thịt bò bít tết, với miếng thịt bò bít tết nướng thơm ngon, kết hợp với rau sống và sốt BBQ, tạo thành món bánh mì hấp dẫn cho bữa ăn trưa.
"	"[{""start"": 92, ""end"": 99, ""label"": ""NGUYEN_LIEU""}, {""start"": 106, ""end"": 110, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 80, ""end"": 88, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 8, ""end"": 12, ""label"": ""NGUYEN_LIEU""}, {""start"": 123, ""end"": 126, ""label"": ""CACH_CHE_BIEN""}, {""start"": 51, ""end"": 56, ""label"": ""CACH_CHE_BIEN""}, {""start"": 92, ""end"": 95, ""label"": ""CACH_CHE_BIEN""}, {""start"": 96, ""end"": 99, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh mì phô mai và xúc xích nướng, với lớp xúc xích nướng giòn và phô mai tan chảy, là một món ăn nhẹ ngon miệng cho bữa sáng hoặc bữa ăn phụ.
"	"[{""start"": 8, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 99, ""end"": 101, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 33, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh cuốn nóng với nhân thịt băm và mộc nhĩ, lớp bánh cuốn mềm mại, ăn kèm với nước mắm chua ngọt, một món ăn sáng không thể thiếu trong ẩm thực Việt.
"	"[{""start"": 79, ""end"": 87, ""label"": ""NGUYEN_LIEU""}, {""start"": 84, ""end"": 87, ""label"": ""NGUYEN_LIEU""}, {""start"": 79, ""end"": 83, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh cuốn tôm, với tôm tươi ngon được cuộn trong lớp bánh mỏng, ăn kèm với hành phi giòn và nước mắm pha chua ngọt, tạo nên món ăn thanh đạm nhưng đầy đủ dưỡng chất.
"	"[{""start"": 92, ""end"": 100, ""label"": ""NGUYEN_LIEU""}, {""start"": 97, ""end"": 100, ""label"": ""NGUYEN_LIEU""}, {""start"": 75, ""end"": 79, ""label"": ""NGUYEN_LIEU""}, {""start"": 10, ""end"": 13, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 92, ""end"": 96, ""label"": ""NGUYEN_LIEU""}, {""start"": 75, ""end"": 83, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh cuốn nhân đậu xanh, món ăn thanh mát với nhân đậu xanh ngọt bùi, ăn kèm với rau thơm và nước mắm chua ngọt, rất thích hợp cho những ai yêu thích món ăn chay.
"	"[{""start"": 15, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 93, ""end"": 101, ""label"": ""NGUYEN_LIEU""}, {""start"": 98, ""end"": 101, ""label"": ""NGUYEN_LIEU""}, {""start"": 93, ""end"": 97, ""label"": ""NGUYEN_LIEU""}, {""start"": 81, ""end"": 89, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 157, ""end"": 161, ""label"": ""NGUYEN_LIEU""}, {""start"": 157, ""end"": 161, ""label"": ""CACH_CHE_BIEN""}, {""start"": 5, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh cuốn chay với nấm hương và rau củ, nhân bánh cuốn được làm từ nấm hương, rau cải và cà rốt, ăn kèm với nước tương hoặc sốt chay, là món ăn nhẹ nhàng và bổ dưỡng.
"	"[{""start"": 89, ""end"": 95, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 108, ""end"": 118, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 38, ""label"": ""NGUYEN_LIEU""}, {""start"": 145, ""end"": 147, ""label"": ""NGUYEN_LIEU""}, {""start"": 108, ""end"": 112, ""label"": ""NGUYEN_LIEU""}, {""start"": 78, ""end"": 85, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 10, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 124, ""end"": 127, ""label"": ""CACH_CHE_BIEN""}, {""start"": 10, ""end"": 14, ""label"": ""CACH_CHE_BIEN""}, {""start"": 5, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh cuốn nhân thịt heo băm và trứng, nhân bánh cuốn thơm ngon với thịt heo băm và trứng, ăn kèm với nước mắm chua ngọt, rất được yêu thích trong các bữa sáng.
"	"[{""start"": 101, ""end"": 109, ""label"": ""NGUYEN_LIEU""}, {""start"": 106, ""end"": 109, ""label"": ""NGUYEN_LIEU""}, {""start"": 31, ""end"": 36, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 101, ""end"": 105, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 146, ""end"": 148, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh cuốn nhân giò chả, lớp bánh cuốn mỏng mềm, nhân giò chả thơm ngon kết hợp với nước mắm tỏi ớt, tạo nên một món ăn hấp dẫn và dễ ăn.
"	"[{""start"": 92, ""end"": 95, ""label"": ""NGUYEN_LIEU""}, {""start"": 83, ""end"": 91, ""label"": ""NGUYEN_LIEU""}, {""start"": 96, ""end"": 98, ""label"": ""NGUYEN_LIEU""}, {""start"": 88, ""end"": 91, ""label"": ""NGUYEN_LIEU""}, {""start"": 83, ""end"": 87, ""label"": ""NGUYEN_LIEU""}, {""start"": 88, ""end"": 95, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 119, ""end"": 122, ""label"": ""CACH_CHE_BIEN""}, {""start"": 5, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh cuốn nhân tôm thịt, với sự kết hợp tuyệt vời giữa tôm và thịt heo băm nhỏ, bánh cuốn mềm mại ăn kèm với hành phi và nước mắm chua ngọt.
"	"[{""start"": 121, ""end"": 129, ""label"": ""NGUYEN_LIEU""}, {""start"": 126, ""end"": 129, ""label"": ""NGUYEN_LIEU""}, {""start"": 109, ""end"": 113, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 18, ""label"": ""NGUYEN_LIEU""}, {""start"": 62, ""end"": 70, ""label"": ""NGUYEN_LIEU""}, {""start"": 121, ""end"": 125, ""label"": ""NGUYEN_LIEU""}, {""start"": 62, ""end"": 74, ""label"": ""NGUYEN_LIEU""}, {""start"": 109, ""end"": 117, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 10, ""end"": 18, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh cuốn nóng với thịt xay và mộc nhĩ, bánh cuốn mỏng, nhân thịt xay và mộc nhĩ giòn sật, ăn kèm với hành phi và nước mắm pha chua ngọt, rất thích hợp cho bữa sáng hoặc bữa tối.
"	"[{""start"": 114, ""end"": 122, ""label"": ""NGUYEN_LIEU""}, {""start"": 119, ""end"": 122, ""label"": ""NGUYEN_LIEU""}, {""start"": 102, ""end"": 106, ""label"": ""NGUYEN_LIEU""}, {""start"": 114, ""end"": 118, ""label"": ""NGUYEN_LIEU""}, {""start"": 102, ""end"": 110, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
"Bánh cuốn Hà Nội với nhân thịt, mộc nhĩ và hành phi, lớp bánh cuốn mềm mại ăn kèm với nước mắm chua ngọt, món ăn đặc trưng của ẩm thực miền Bắc.
"	"[{""start"": 86, ""end"": 94, ""label"": ""NGUYEN_LIEU""}, {""start"": 91, ""end"": 94, ""label"": ""NGUYEN_LIEU""}, {""start"": 43, ""end"": 47, ""label"": ""NGUYEN_LIEU""}, {""start"": 86, ""end"": 90, ""label"": ""NGUYEN_LIEU""}, {""start"": 43, ""end"": 51, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 26, ""end"": 30, ""label"": ""NGUYEN_LIEU""}, {""start"": 5, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
Bánh cuốn nhân đậu phụ và rau củ, món ăn thanh đạm với nhân đậu phụ, nấm và rau củ, rất thích hợp cho những ai yêu thích các món ăn chay.	"[{""start"": 69, ""end"": 72, ""label"": ""NGUYEN_LIEU""}, {""start"": 26, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 121, ""end"": 123, ""label"": ""NGUYEN_LIEU""}, {""start"": 0, ""end"": 9, ""label"": ""NGUYEN_LIEU""}, {""start"": 132, ""end"": 136, ""label"": ""NGUYEN_LIEU""}, {""start"": 132, ""end"": 136, ""label"": ""CACH_CHE_BIEN""}, {""start"": 5, ""end"": 9, ""label"": ""CACH_CHE_BIEN""}, {""start"": 0, ""end"": 4, ""label"": ""CACH_CHE_BIEN""}]"
